time,event_type,vehicle_id,node,battery,status,assigned_task,task_load,target_station,total_distance,total_score
28,step,0,8563305763,88.7982,moving_to_task,4,26.11,,31.2018,93.0395
28,step,1,9083447933,99.1746,moving_to_task,6,24.5,,20.8254,95.8524
28,step,2,5734868409,93.9243,moving_to_task,7,7.27,,26.0757,91.0273
28,step,3,11902934159,93.7164,moving_to_task,3,10.41,,26.2836,90.9649
28,step,4,4084718045,103.9594,moving_to_task,5,7.88,,16.0406,96.3878
28,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
28,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
28,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
28,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
28,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
29,step,0,3651304209,87.2982,moving_to_task,4,26.11,,32.7018,93.0395
29,step,1,5415569726,97.6746,moving_to_task,6,24.5,,22.3254,95.8524
29,step,2,5293365416,92.4243,moving_to_task,7,7.27,,27.5757,91.0273
29,step,3,5734867866,92.2164,moving_to_task,3,10.41,,27.7836,90.9649
29,step,4,4004993540,102.4594,moving_to_task,5,7.88,,17.5406,96.3878
29,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
29,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
29,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
29,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
29,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
